epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
15,726.243,1.37414,1.92718,1.33427,1.1187,0,0.65626,0.60577,0.65231,0.39327,0.63102,0.54267,0.55059,0.28339,1.49903,1.94618,1.65211,1.22797,0,0.0016535,0.0016535,0.0016535
16,772.416,1.34084,1.965,1.4007,1.15036,0,0.61705,0.60577,0.59892,0.35656,0.57763,0.52885,0.51915,0.2574,1.61005,1.97027,1.73162,1.2921,0,0.00162875,0.00162875,0.00162875
17,828.457,1.32458,1.9352,1.3278,1.11069,0,0.59905,0.59615,0.59454,0.36764,0.49648,0.67308,0.54997,0.26796,1.49467,1.86646,1.81511,1.25024,0,0.001604,0.001604,0.001604
18,885.468,1.3114,1.80742,1.43886,1.16175,0,0.63154,0.55769,0.62397,0.37053,0.54443,0.48077,0.54186,0.26589,1.43796,1.91175,1.7344,1.21391,0,0.00157925,0.00157925,0.00157925
19,938.741,1.27457,1.92553,1.33643,1.14979,0,0.56538,0.61538,0.62059,0.36038,0.51319,0.56731,0.54857,0.2601,1.41474,2.07583,1.68798,1.19003,0,0.0015545,0.0015545,0.0015545
20,991.864,1.31067,1.87099,1.37047,1.13944,0,0.47554,0.64519,0.54749,0.31191,0.4205,0.60004,0.45887,0.21962,1.37434,1.9836,1.67743,1.17737,0,0.00152975,0.00152975,0.00152975
21,1046.75,1.2783,1.77057,1.34536,1.1086,0,0.49984,0.59615,0.53838,0.31676,0.47853,0.45192,0.46158,0.21198,1.33579,1.94043,1.62537,1.18341,0,0.001505,0.001505,0.001505
22,1102.71,1.3095,1.97339,1.32077,1.12819,0,0.55775,0.60577,0.61735,0.38952,0.44484,0.59327,0.5133,0.2256,1.38947,2.04871,1.58859,1.15512,0,0.00148025,0.00148025,0.00148025
23,1157.17,1.25714,1.88268,1.25587,1.10297,0,0.54256,0.69569,0.62248,0.38599,0.43818,0.52885,0.48405,0.22846,1.39584,1.88076,1.6018,1.18535,0,0.0014555,0.0014555,0.0014555
24,1210.06,1.27722,1.94198,1.28014,1.10647,0,0.6442,0.65385,0.66585,0.41423,0.55711,0.53846,0.55827,0.26428,1.40045,1.8496,1.53698,1.17505,0,0.00143075,0.00143075,0.00143075
25,1263.14,1.24964,1.91966,1.31673,1.1073,0,0.62685,0.71074,0.72282,0.44861,0.55283,0.57692,0.60495,0.30948,1.33206,1.95882,1.48162,1.17048,0,0.001406,0.001406,0.001406
26,1317.07,1.26605,1.80591,1.27528,1.10638,0,0.64111,0.72115,0.71106,0.44494,0.5704,0.65112,0.65079,0.30447,1.32093,1.87015,1.51236,1.17301,0,0.00138125,0.00138125,0.00138125
27,1371.06,1.24185,1.88731,1.22938,1.11312,0,0.63196,0.7265,0.70428,0.43626,0.62669,0.57692,0.63276,0.32037,1.31569,1.87282,1.50447,1.15092,0,0.0013565,0.0013565,0.0013565
28,1421.63,1.2025,1.7994,1.24107,1.06873,0,0.61378,0.63462,0.64878,0.37691,0.54868,0.56731,0.54781,0.28371,1.3719,1.81393,1.57162,1.15941,0,0.00133175,0.00133175,0.00133175
29,1467.95,1.25209,1.77476,1.2632,1.10535,0,0.63254,0.69519,0.68111,0.39988,0.54957,0.66346,0.58245,0.31172,1.38275,1.73328,1.51706,1.14723,0,0.001307,0.001307,0.001307
30,1513.99,1.18975,1.76261,1.26284,1.08108,0,0.63115,0.66346,0.70281,0.41881,0.64386,0.57692,0.64789,0.36734,1.39372,1.72138,1.49044,1.16795,0,0.00128225,0.00128225,0.00128225
31,1560.07,1.23756,1.8271,1.2667,1.10491,0,0.72885,0.58654,0.68965,0.42017,0.72123,0.57692,0.67097,0.37333,1.32937,1.81311,1.49314,1.12943,0,0.0012575,0.0012575,0.0012575
32,1605.73,1.21655,1.84837,1.23692,1.10672,0,0.73488,0.60577,0.68407,0.43078,0.71392,0.58654,0.67088,0.37971,1.33431,1.80406,1.48464,1.12724,0,0.00123275,0.00123275,0.00123275
33,1652.75,1.18283,1.72925,1.17442,1.06961,0,0.62787,0.69231,0.6618,0.40754,0.61039,0.63462,0.62063,0.33543,1.36508,1.68586,1.48179,1.14101,0,0.001208,0.001208,0.001208
34,1698.66,1.19052,1.78777,1.26809,1.06043,0,0.69193,0.56731,0.61286,0.33733,0.59229,0.5,0.53561,0.2922,1.46873,1.69221,1.58593,1.19214,0,0.00118325,0.00118325,0.00118325
35,1744.88,1.19091,1.70969,1.20791,1.05508,0,0.70531,0.53846,0.64056,0.35332,0.44747,0.74756,0.54912,0.30962,1.48082,1.69993,1.57343,1.19028,0,0.0011585,0.0011585,0.0011585
36,1790.74,1.12039,1.71803,1.16203,1.0489,0,0.64228,0.69058,0.69216,0.45639,0.56564,0.65385,0.64194,0.34963,1.31956,1.83727,1.46309,1.13617,0,0.00113375,0.00113375,0.00113375
37,1837.93,1.21251,1.74732,1.21852,1.08417,0,0.6251,0.68943,0.6905,0.46278,0.57922,0.60577,0.65252,0.36141,1.32035,1.81082,1.42075,1.13613,0,0.001109,0.001109,0.001109
38,1884.27,1.24811,1.81881,1.17748,1.09102,0,0.54708,0.72115,0.66609,0.46495,0.62616,0.54757,0.64048,0.34415,1.27114,1.85452,1.43948,1.12967,0,0.00108425,0.00108425,0.00108425
39,1930.27,1.16736,1.68014,1.21889,1.07336,0,0.56744,0.70192,0.64514,0.42179,0.55181,0.66346,0.62956,0.31735,1.30397,1.87684,1.51423,1.17922,0,0.0010595,0.0010595,0.0010595
40,1976.3,1.22658,1.74204,1.22141,1.07978,0,0.5496,0.72115,0.66053,0.41569,0.52188,0.69231,0.62244,0.33217,1.35318,1.84604,1.49791,1.2059,0,0.00103475,0.00103475,0.00103475
41,2022.34,1.17851,1.65059,1.21904,1.119,0,0.60784,0.75962,0.6985,0.44446,0.52944,0.72115,0.67224,0.36206,1.31129,1.71407,1.44793,1.17132,0,0.00101,0.00101,0.00101
42,2068.06,1.17932,1.71108,1.18529,1.06737,0,0.5663,0.71565,0.70317,0.45424,0.68657,0.49038,0.66486,0.36286,1.31112,1.84434,1.41758,1.17407,0,0.00098525,0.00098525,0.00098525
43,2122.91,1.13641,1.59518,1.17381,1.08139,0,0.6366,0.71154,0.74241,0.48166,0.58843,0.65385,0.69917,0.38154,1.26279,1.83829,1.40058,1.13363,0,0.0009605,0.0009605,0.0009605
44,2178.27,1.13602,1.55738,1.17532,1.05257,0,0.68955,0.75,0.76327,0.5116,0.62382,0.66973,0.72803,0.38461,1.25377,1.87973,1.34865,1.11551,0,0.00093575,0.00093575,0.00093575
45,2231.58,1.14906,1.74816,1.12278,1.05984,0,0.62635,0.74144,0.72014,0.49998,0.58867,0.67308,0.68409,0.36595,1.24166,1.80072,1.35948,1.09364,0,0.000911,0.000911,0.000911
46,2283.31,1.18331,1.61148,1.20104,1.05894,0,0.60156,0.74039,0.7243,0.50387,0.57951,0.69231,0.67887,0.36228,1.21619,1.7375,1.37776,1.08852,0,0.00088625,0.00088625,0.00088625
47,2334.93,1.18268,1.79021,1.14754,1.05566,0,0.64382,0.75,0.73359,0.51026,0.57911,0.75413,0.69261,0.34568,1.19273,1.75087,1.35848,1.10712,0,0.0008615,0.0008615,0.0008615
48,2385.48,1.11197,1.49742,1.10596,1.05727,0,0.62781,0.79808,0.71738,0.49241,0.58771,0.72647,0.67379,0.35519,1.20991,1.72003,1.39731,1.10267,0,0.00083675,0.00083675,0.00083675
49,2438.27,1.1496,1.56667,1.16698,1.07737,0,0.60268,0.72115,0.68732,0.48403,0.57729,0.7354,0.66468,0.36291,1.17871,1.74239,1.4173,1.09489,0,0.000812,0.000812,0.000812
50,2492.77,1.05202,1.53331,1.08302,1.04213,0,0.62233,0.74038,0.70498,0.47171,0.57048,0.75962,0.66333,0.36299,1.20977,1.75478,1.36739,1.1027,0,0.00078725,0.00078725,0.00078725
51,2546.45,1.13594,1.53737,1.12006,1.07413,0,0.63644,0.72115,0.70492,0.48177,0.58793,0.73077,0.67254,0.36789,1.23939,1.72858,1.34414,1.11688,0,0.0007625,0.0007625,0.0007625
52,2595.95,1.08786,1.67287,1.1142,1.04299,0,0.54614,0.77885,0.69044,0.47982,0.504,0.78846,0.67128,0.3675,1.26414,1.64673,1.41271,1.16427,0,0.00073775,0.00073775,0.00073775
53,2644.77,1.06957,1.5298,1.09386,1.06129,0,0.56512,0.81218,0.72874,0.50321,0.52408,0.77885,0.68767,0.36011,1.24524,1.60244,1.39119,1.14935,0,0.000713,0.000713,0.000713
54,2696.05,1.10336,1.42048,1.09153,1.07081,0,0.71673,0.64423,0.73285,0.51107,0.69589,0.61609,0.71757,0.37967,1.20124,1.58975,1.36952,1.1253,0,0.00068825,0.00068825,0.00068825
55,2745.29,1.07622,1.61293,1.05942,1.03306,0,0.66025,0.73077,0.73199,0.49143,0.62894,0.70081,0.69604,0.38008,1.21154,1.66195,1.39206,1.13484,0,0.0006635,0.0006635,0.0006635
56,2796.53,1.10333,1.58728,1.12187,1.0551,0,0.63928,0.72115,0.70863,0.48913,0.61058,0.67846,0.68486,0.37936,1.21554,1.66046,1.42823,1.17529,0,0.00063875,0.00063875,0.00063875
57,2845.35,1.11914,1.56974,1.12412,1.07653,0,0.5783,0.71154,0.70936,0.49188,0.5793,0.69231,0.68738,0.38021,1.20158,1.68242,1.41809,1.16983,0,0.000614,0.000614,0.000614
58,2894.15,1.1172,1.5854,1.15342,1.01474,0,0.56088,0.75,0.71134,0.49976,0.52771,0.73057,0.67425,0.3789,1.16531,1.7099,1.40485,1.11892,0,0.00058925,0.00058925,0.00058925
59,2942.62,1.0366,1.56633,1.06799,0.99949,0,0.62011,0.76923,0.72051,0.49927,0.58766,0.73999,0.69103,0.38596,1.14954,1.69786,1.38084,1.08661,0,0.0005645,0.0005645,0.0005645
60,2987.98,1.10203,1.60636,1.10696,1.05131,0,0.63007,0.8025,0.7294,0.49975,0.59109,0.76923,0.69249,0.38345,1.14767,1.67448,1.36771,1.08395,0,0.00053975,0.00053975,0.00053975
61,3033.63,1.01665,1.4911,1.0805,1.03122,0,0.64174,0.80952,0.75107,0.50887,0.58339,0.71154,0.69915,0.38447,1.17931,1.74083,1.34414,1.10344,0,0.000515,0.000515,0.000515
62,3078.29,1.03098,1.51208,1.02014,1.01824,0,0.64869,0.79896,0.74469,0.50962,0.5949,0.73427,0.69829,0.38003,1.16987,1.74425,1.33042,1.09832,0,0.00049025,0.00049025,0.00049025
63,3123.72,1.06264,1.49645,1.05156,1.04427,0,0.65344,0.83399,0.72732,0.49986,0.59105,0.78846,0.68615,0.38058,1.21002,1.83748,1.36942,1.09513,0,0.0004655,0.0004655,0.0004655
64,3173.38,1.0759,1.51216,1.06939,1.04405,0,0.64493,0.82692,0.72503,0.49811,0.58826,0.76923,0.67448,0.38233,1.2081,1.86883,1.42521,1.10497,0,0.00044075,0.00044075,0.00044075
65,3227.56,1.02228,1.44241,1.07519,1.02321,0,0.61754,0.82692,0.72141,0.50228,0.58146,0.78812,0.67285,0.38146,1.18525,1.87811,1.42601,1.10116,0,0.000416,0.000416,0.000416
66,3279.54,1.04322,1.51162,1.0936,1.0115,0,0.62472,0.80033,0.71818,0.50133,0.59688,0.7688,0.67201,0.38174,1.16756,1.8189,1.371,1.09553,0,0.00039125,0.00039125,0.00039125
67,3329.96,1.02449,1.63748,1.08985,1.01464,0,0.60122,0.78846,0.69015,0.46844,0.58379,0.75962,0.64894,0.37905,1.17264,1.82745,1.36182,1.09062,0,0.0003665,0.0003665,0.0003665
68,3379.72,1.04001,1.53147,1.17652,1.01701,0,0.63753,0.75962,0.70624,0.466,0.58028,0.75,0.6445,0.37461,1.1823,1.80443,1.36026,1.08989,0,0.00034175,0.00034175,0.00034175
69,3429.08,1.00843,1.54632,1.07177,1.02137,0,0.59251,0.741,0.69833,0.46367,0.57237,0.75,0.64057,0.3631,1.19885,1.77664,1.39385,1.09417,0,0.000317,0.000317,0.000317
