epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
19,864.846,1.44898,1.97159,1.53628,1.18628,0,0.52106,0.5649,0.57779,0.34186,0.43362,0.62573,0.49017,0.21216,1.40299,1.8524,1.68754,1.22711,0,0.0012872,0.0012872,0.0012872
20,907.429,1.32122,1.78789,1.47743,1.13089,0,0.51567,0.45192,0.44895,0.2435,0.26029,0.53461,0.34183,0.14285,1.51287,1.89927,1.80796,1.22442,0,0.0012476,0.0012476,0.0012476
21,950.79,1.3633,1.84685,1.46328,1.1515,0,0.59798,0.70082,0.60574,0.35682,0.47348,0.59615,0.50044,0.22216,1.42787,1.97227,1.69482,1.17037,0,0.001208,0.001208,0.001208
22,993.742,1.28434,1.78146,1.4409,1.11346,0,0.66501,0.70629,0.7045,0.42353,0.54136,0.5902,0.57843,0.26952,1.40418,1.86597,1.68695,1.17184,0,0.0011684,0.0011684,0.0011684
23,1036.16,1.36394,1.77621,1.48162,1.12835,0,0.57899,0.7405,0.62326,0.37092,0.46141,0.66346,0.50487,0.21407,1.35424,1.79441,1.70803,1.14696,0,0.0011288,0.0011288,0.0011288
24,1078.47,1.27574,1.74679,1.40025,1.1155,0,0.58905,0.64423,0.56604,0.32553,0.51032,0.59615,0.44123,0.18645,1.32771,1.80769,1.8066,1.15701,0,0.0010892,0.0010892,0.0010892
25,1121.15,1.26386,1.7129,1.45232,1.09619,0,0.58257,0.71122,0.64348,0.40278,0.5013,0.60577,0.54662,0.25917,1.34372,1.74473,1.83066,1.13705,0,0.0010496,0.0010496,0.0010496
26,1165.24,1.43641,1.74031,1.64459,1.13183,0,0.50509,0.625,0.59849,0.3679,0.42714,0.59615,0.46335,0.23642,1.33378,1.7848,1.74894,1.15462,0,0.00101,0.00101,0.00101
27,1208.13,1.27792,1.73599,1.38873,1.08515,0,0.56294,0.66346,0.61926,0.37855,0.43455,0.60593,0.49839,0.2465,1.33135,1.76816,1.67097,1.15062,0,0.0009704,0.0009704,0.0009704
28,1251.48,1.31504,1.84656,1.30748,1.1022,0,0.6433,0.64423,0.66784,0.42822,0.57609,0.57692,0.58912,0.29415,1.32156,1.77642,1.56963,1.15328,0,0.0009308,0.0009308,0.0009308
29,1294.55,1.14789,1.55577,1.7732,1.01422,0,0.65075,0.71668,0.69502,0.42461,0.5599,0.64423,0.59799,0.29138,1.42805,1.98153,1.52425,1.16084,0,0.0008912,0.0008912,0.0008912
30,1337.89,1.25732,1.64019,1.29084,1.09457,0,0.75046,0.69231,0.70971,0.44369,0.70175,0.64423,0.64665,0.32728,1.36193,2.00667,1.47534,1.18161,0,0.0008516,0.0008516,0.0008516
31,1381.33,1.27853,1.63085,1.30801,1.12294,0,0.71691,0.70192,0.70685,0.42711,0.65327,0.63462,0.65432,0.32556,1.35003,2.08976,1.49591,1.16852,0,0.000812,0.000812,0.000812
32,1424.28,1.14523,1.52154,1.3089,1.09564,0,0.69119,0.70192,0.69281,0.41507,0.64431,0.625,0.62831,0.30905,1.28265,2.01318,1.52308,1.1623,0,0.0007724,0.0007724,0.0007724
33,1467.03,1.20651,1.55853,1.27912,1.08625,0,0.57369,0.74038,0.60816,0.34934,0.55962,0.70871,0.54068,0.26159,1.31509,1.94926,1.61494,1.14063,0,0.0007328,0.0007328,0.0007328
34,1509.87,1.23163,1.56598,1.30148,1.09038,0,0.62707,0.69231,0.64564,0.40798,0.55005,0.64652,0.58234,0.28657,1.28177,1.95856,1.52103,1.11673,0,0.0006932,0.0006932,0.0006932
35,1552.78,1.20469,1.54341,1.2593,1.08968,0,0.66821,0.75962,0.74271,0.48553,0.64606,0.66346,0.69631,0.33448,1.23582,1.92256,1.45789,1.1008,0,0.0006536,0.0006536,0.0006536
36,1595.72,1.15012,1.53361,1.1904,1.04282,0,0.73567,0.69231,0.74838,0.49345,0.70285,0.64423,0.69733,0.33356,1.26161,1.95991,1.45722,1.10079,0,0.000614,0.000614,0.000614
37,1637.94,1.16365,1.46654,1.24986,1.06362,0,0.71195,0.67308,0.64148,0.37355,0.621,0.58654,0.52354,0.26578,1.30841,2.0222,1.57387,1.11104,0,0.0005744,0.0005744,0.0005744
38,1681.28,1.18945,1.54382,1.21345,1.06283,0,0.67951,0.66346,0.64474,0.39212,0.55785,0.66346,0.5769,0.2874,1.19541,1.74586,1.47879,1.1104,0,0.0005348,0.0005348,0.0005348
39,1723.49,1.13015,1.39976,1.85061,1.01489,0,0.62288,0.74038,0.65418,0.4049,0.57558,0.71154,0.61953,0.28996,1.15829,1.70247,1.42179,1.1109,0,0.0004952,0.0004952,0.0004952
40,1766.54,1.10871,1.53525,1.21589,1.03462,0,0.69978,0.66346,0.72652,0.48306,0.53898,0.76923,0.65757,0.3433,1.18412,1.69786,1.3658,1.1074,0,0.0004556,0.0004556,0.0004556
41,1807.05,1.21539,1.65666,1.45205,1.10065,0,0.64414,0.731,0.71423,0.47091,0.60208,0.6838,0.63007,0.33667,1.26955,1.71897,1.40183,1.0659,0,0.000416,0.000416,0.000416
42,1847.79,1.13129,1.2906,1.65978,0.97123,0,0.6347,0.66346,0.68802,0.45702,0.57731,0.61538,0.58871,0.31525,1.22166,1.72261,1.43294,1.05215,0,0.0003764,0.0003764,0.0003764
43,1889.82,1.24061,1.39887,1.34257,1.03263,0,0.61039,0.67308,0.67713,0.44846,0.59898,0.61759,0.58934,0.32418,1.20597,1.75938,1.47136,1.05531,0,0.0003368,0.0003368,0.0003368
44,1931.82,1.15844,1.36041,1.3499,1.04241,0,0.64595,0.70192,0.66542,0.42359,0.58098,0.67994,0.58752,0.30254,1.22987,1.85794,1.48844,1.09237,0,0.0002972,0.0002972,0.0002972
45,1973.22,1.03676,1.20239,1.43266,0.955,0,0.65975,0.72714,0.68473,0.4514,0.58815,0.72115,0.61433,0.32585,1.22297,1.76188,1.42066,1.08338,0,0.0002576,0.0002576,0.0002576
46,2016.34,1.15772,1.69777,1.26246,1.03696,0,0.65677,0.75962,0.71828,0.47734,0.5992,0.78846,0.67913,0.36551,1.21464,1.71709,1.40836,1.07955,0,0.000218,0.000218,0.000218
47,2058.89,1.11531,1.56742,1.2637,1.0288,0,0.63737,0.77743,0.72335,0.48205,0.59477,0.76211,0.68264,0.35585,1.21038,1.72051,1.43957,1.08509,0,0.0001784,0.0001784,0.0001784
48,2100.68,1.11414,1.41687,1.17959,1.01534,0,0.66404,0.76023,0.74054,0.49132,0.63401,0.75,0.70608,0.36228,1.20617,1.69022,1.44137,1.0856,0,0.0001388,0.0001388,0.0001388
49,2142.43,1.17865,1.24579,1.38392,1.04623,0,0.66121,0.73188,0.71511,0.47869,0.62663,0.69394,0.67442,0.35401,1.17205,1.68548,1.43269,1.0713,0,9.92e-05,9.92e-05,9.92e-05
50,2184.38,1.10349,1.34532,1.25887,1.04841,0,0.69259,0.71154,0.73016,0.49647,0.68661,0.67412,0.69898,0.37087,1.15551,1.66546,1.41067,1.06415,0,5.96e-05,5.96e-05,5.96e-05
